id,nama,alamat,latitude,longitude,telepon
405,PT 3S INTERNATIONAL,"JL KAPUK KENCANA NO 8A-B, Kapuk Muara, Penjaringan",-6.133404899999999,106.7617877,02129319899
406,PR A'finii Rachman,"Jalan Manala No. 90, RT. 001/002, Cijantung, Pasar Rebo",-6.3194614,106.8569663,
407,PR A.kushartiyastuti,"Jl.KH.M.Naim III/28 RT 007 RW 009 Cipete Utara, Kebayoran Baru, Jakarta Selatan 12150, Cipete Utara, Kebayoran  Baru",-6.264609999999999,106.80849,
408,PT Aalborg Industri Indonesia,"Jl. Rawa Sumur II Blok III Kav. CC 6-7, Jatinegara, Cakung",-6.2115296,106.9151829,02188875074
409,PT Aalen Chemicals Indonesia,"Kawasan Industri Pulogadung, Jl. Pulo Buaran III Blok G3, Jatinegara, Cakung",-6.2250138,106.9004472,02146830522
410,PR Aam Amaliyah,"JL. MELATI I NO.54 RT.08 RW.07 Kelurahan: Ragunan Kecamatan: Pasar Minggu Kab/Kota: Kota Adm. Jakarta Selatan, Ragunan, Pasar Minggu",-6.3030252,106.8231394,
411,PR Aan Yuniarsih,"JL.ROROTAN11, Rorotan, Cilincing",-6.1438428,106.9575567,
412,PT Abadi Aksara,"Jalan Dokter Krt. Radjiman Widyodiningrat No 23 A, Rawa Terate, Cakung",-6.193151,106.922659,0214609264
413,PT Abadi Final Kreasi,"TCC Batavia Tower One, Lantai 29, Jl. K.H. Mas Mansyur Kav 126, Karet Tengsin, Tanah Abang",-6.2110807,106.8164262,02129675100
414,PT Abadi Jaya Automatis,"RUKO PASAR BERSIH CENGKARENG, BLOK B1 NO 2, JALAN DANAU BATUR BUMI CITRA IDAMAN, Cengkareng  Timur, Cengkareng",-6.1379475,106.7392584,02129863449
415,PT Abadi Technology Terbaik,"Gd. Wirausaha Lt. 1 Unit 104. Jl. HR. Rasuna Said Kav. C-5, Karet, Setiabudi",-6.2138058,106.8312357,
416,PT Abadikokoh Insani,"Jl. Cipinang Muara 2 no 30A, Klender, Duren Sawit",-6.2229268,106.8974229,0218615835
417,PT Abadikokoh Insani,"Jalan Cipinang Muara II No.30A, Klender, Duren Sawit",-6.2229268,106.8974229,0218615835
418,PT Abadinusa Usahasemesta,"Jl. Raden Saleh No. 45 G, Cikini, Menteng",-6.1927673,106.8412638,0213101017
419,PR Abdul Halim,"Bend jago jln taruna gg2 rt001/003 no.1, Serdang, Kemayoran",-6.160701,106.8595771,
420,PR Abdul Khalim Se,"JL KOMANDO RAYA, Karet, Setiabudi",-6.2139173,106.8217798,
421,PR Abdul Malik,"KP. ALAS TUA, Semanan, Kalideres",-6.1694608,106.6904896,81385948608
422,PR Abdul Qodir,"KP. RAWA BADUNG RT 11 RW 07, Jatinegara, Cakung",-6.209822,106.9212889,
423,PR Abdul Rofiq,"JL. BUNUT, Desa/Kelurahan Pondok Ranggon, Pondok Ranggon, Cipayung",-6.2250138,106.9004472,
424,PR Abdul Rozak,"Jl. Masda 2 RT.007 RW.009 No.104 Telukgong, Pejagalan, Penjaringan",-6.1365301,106.7835789,
425,PR Abdullah Azzam Fawwazi,"Jalan Melati RW 03, Desa/Kelurahan Bintaro, Kec. Pesanggrahan, Kota Adm. Jakarta Selatan, Provinsi, Bintaro, Pesanggrahan",-6.2685333,106.7672976,
426,PR Abier,"Jalan	Krendang	Utara	RW	03, Krendang, Tambora",-6.1480416,106.8043126,
427,PR Abimas Food,"Jl Sawi Rawa Indah RT005 RW001No.26, Pekayon, Pasar Rebo",-6.3414009,106.8658673,
428,PT Abiyakta Global Persada,"jl pinding 4 No 54D, Desa/Kelurahan Cipedak, Kec. Jagakarsa, Kota Adm.  Jakarta Selatan, Provinsi, Kode Pos: 12630, Cipedak, Jagakarsa",-6.3458597,106.8019139,02172743124
429,PT Absari Bakti Usaha,"Gedung Ascom, Jalan Matraman Raya No. 67, Palmeriam, Matraman",-6.203838699999999,106.8579471,02129613810
430,PT Abta Karya Perkasa,"JL PIK Blok G78-80, Penggilingan, Cakung",-6.2034318,106.9316476,02122859293
431,PT Abyakta Sentosa Adhikari,"Jl. Pisangan Baru Tengah No. 27 RT: 006, RW:010, Desa/Kelurahan Pisangan Baru, Kec. Matraman, Kota Adm. Jakarta Timur, Provinsi, Kode Pos: 13110, Pisangan Baru, Matraman",-6.1944491,106.8229198,
432,PR Acah Rukayah,"Jalan Bangka Raya NO 27 RT 002 RW 002, Pela Mampang, Mampang Prapatan",-6.2443469,106.8158575,
433,PT Acanthus Centralized,"Jl. Kelapa Molek VII Block Q2 no.25, Kelapa Gading Timur, Jakarta Utara, 14240, Desa/Kelurahan Kelapa Gading Timur, Kec. Kelapa Gading, Kota Adm. Jakarta Utara, Provinsi  Kode Pos: 14240, Kelapa Gading Timur, Kelapa Gading",-6.171367699999999,106.9041414,0212974579899
434,PT Accenture,"Gd. Wisma 46 - Kota BNI lt. 18, Karet Tengsin, Tanah Abang",-6.203734,106.8186933,0215746575
435,PT Access Mobile Indonesia,"AIA Central Lt. 31, Jl. Jend. Sudirman Kav. 48A, Karet Semanggi, Setiabudi",-6.2180734,106.8170007,50835528
436,PT ACER INDONESIA,"The Plaza Office Tower level 42 Jl MH Thamrin Kav 28-30, Gondangdia, Menteng",-6.192601,106.822423,02129922345
437,PT Achilles Advanced Systems,"Generali Tower - Grand Rubina Business Park Kawasan Rasuna Epicentrum Jl. HR. Rasuna Said RT. 001 RW. 005, Karet Kuningan, Setiabudi",-6.218586999999999,106.8351538,02122057787
438,PR Achmad Burhani Isbandi,"Jl Percetakan Negara  o 5 B-174 Rt 10 Rw 01, Rawasari, Cempaka Putih",-6.1916219,106.8562009,
439,PR Achmad Jayadi,"Jalan D Barat RT 001 RW 006 No.8, Kebon Baru, Tebet",-6.2329954,106.8593347,
440,PT Act Profesional Indonesia,"Rukan Puri Mutiara Blok A76, Jalan Griya Utama, Sunter Agung, Tanjung Priok",-6.1423101,106.8546999,
441,PT Adira Semesta Industry,"Jl. Terusan Katapang Km.12 Katapang Kulon Kampung Baraja No.88 RT.001 RW.015., Cilampeni, Katapang",-6.996940299999999,107.5552097,
442,PT AICA INDONESIA,"Kawasan Industri Indotaisei, Sector 1A, Blok K-5B, Kalihurip, Cikampek",-6.428492800000001,107.4267813,02648302060
443,PT Andika Karya Utama,"Kawasan Tarogong (R Sunaryo) Jl. Raya Lapan Mekarsari 2, Mekarsari, Rumpin",-6.363463,106.6361214,02127514800
444,PT CITA BOGA JAYA,"Jl. Kopo Bihbul No. 45, Margahayu Tengah, Margahayu",-6.964213000000001,107.5771115,
445,PR IDA,"Kp hambulu rt 01/06, Pondok Udik, Kemang",-6.4877287,106.7272904,
446,PT Indah Bukit Nusatama,"Kawasan Industri De Primaterra II Blok D N0 5, Tegalluar, Bojongsoang",-6.972827499999999,107.6916348,02287311927
447,PT Inocycle Technology Group Tbk,"Kp. Marengmang 1 Rt.003 Rw.001 Desa Marengmang Kec.Kalijati Kab.Subang, Marengmang, Kalijati",-6.4821778,107.6516782,
448,PT JAVASARI MITRA PRIMA,"Jl. Jababeka Raya Blok Q No.1, Kawasan Industri Jababeka, Desa Wangunharja, Wangunharja, Cikarang Utara",-6.2949304,107.1463158,02189983876
449,CV Lajuna Industri Abadi,"Kp. Cinyompok No. 15, Tenjo, Tenjo",-6.3366525,106.458256,02159763001
450,CV Makmur Sentosa Abadi,"Jl. Pelangi No. 9-11, Sukamukti, Majalaya",-7.051516899999999,107.7449805,
451,PT Perorangan Maktabah Store Retail Solution,"Jl. Pesantren No. 146 RT 003 RW 016, Cibabat, Cimahi Utara",-6.876174799999999,107.5600923,
452,PT Multitek Kabel Indonesia,"Jalan Bintang Mas No 4 Kelurahan Nanggewer Mekar, Nanggewer  Mekar, Cibinong",-6.5089704,106.8403358,02183723865
453,PR 28 Digital Print,"jl amir mahmud no 795, padasuka, cimahi tengah",-6.8689991,107.5290494,
454,PT 3M INDONESIA,"3M Indonesia, Karawang Plant | JL Maligi VIII LOT R2, KIIC 41361 | Indonesia, Margakaya, Telukjambe",-6.358966,107.2887885,02129974362
455,PR 7cake&cookies,"Jl nusa indah no 14 rt 3 rw 13, Jayaraga, Tarogong Kidul",-7.2029054,107.9018379,
456,PR 99,"Jl. Maleer V no. 294 A / 118, Maleer, Batununggal",-6.9295369,107.640353,
457,PT A & P Industry Indonesia,"Jl. Jababeka VI Blok J No.5A, Kawasan Industri Jababeka Phase I, Harjamekar, Cikarang Utara",-6.2815822,107.1312245,02189836281
458,PT A Ju Asiatex,"jl raya bandung garut km 28, panenjoan, cicalengka",-6.9751933,107.8282065,0227949732
459,PR A-7,"KP. MUNJUL RT.016 RW.09, Munjuljaya, Purwakarta",-6.5285,107.4624653,
460,PT A.W.FABER-CASTELL INDONESIA,"JL. RAYA NAROGONG PANGKALAN 1B, BANTAR GEBANG BEKASI 17151, Bantargebang, Bantargebang",-6.3220437,106.984431,0218250755
461,CV AA Dinamic Grup,"KP CISEUREUH RT006 RW002, Cibodas, Bungursari",-6.421601,107.5061393,
462,PR Aaf Falahudin,"Blok II RT 001 RW 006, Leuwikidang, Kasokandel",-6.803298499999999,108.2214415,
463,PT Aamin Adrian Medical Indo,"Jln. Kompayer Kp. Rawa Bogo RT 01 RW 06 Desa Pasir Mukt Kecamatan Citeureup, Pasirmukti, Citeureup",-6.5113833,106.9009423,
464,PR Aan Saeful Alam,"Dusun Aryakiban, Rajagaluh  Kidul, Rajagaluh",-6.793316099999999,108.3460099,
465,PR Aan Suryana,"Jl. Taifur Yusuf No. 1218 RT. 001 RW. 012 Gg. Pulo, Bojongherang, Cianjur",-6.8175136,107.1399013,
466,PT Aarti Jaya,"Jl. Inhoftank No.34, Pelindung Hewan, Astana Anyar",-6.939747199999999,107.6031986,0225231998
467,PT Aarti Jaya Velvet Industri,"JL. RAYA LASWI NO 1D RT.001 RW.011, Biru, Majalaya",-7.0415831,107.7280421,02284225859
468,PR Aas Ayu Pitaloka,"BLOK SENEN RT/RW 001/003, Maja Selatan, Maja",-6.889882999999999,108.3015185,081546963085
469,PT Aba Cnc Indonesia,"Sentra Industri Kecil dan Menengah (SIKM) Jl Lingkar utara, Cikasarung, Majalengka",-6.813662,108.2184761,
470,PT ABACUS KENCANA INDUSTRIES,"Jl Ramin V Blok G6A No. 1C Kawasan Industri Delta Silicon VI, Jayamukti, Cikarang Pusat",-6.3571238,107.1612154,02189677318
471,PR Abadi,"PERUM AL-MINA BLOK F9, Kelurahan Sukarindik, Kec. Bungursari, Sukarindik, Bungursari",-7.3084913,108.1956989,
472,PT Abadi Cahaya Nusantara Indonesia,"Jl. Raya Dayeuhkolot No.180, Citeureup, Dayeuhkolot",-6.9840585,107.6217725,0225222490
473,PT Abadi Dan Jaya Garmindo,"JL.P. SURYA NEGARA NO.63 RT.004/RW.001, PAMIJAHAN, PLUMBON",-6.725084499999999,108.4718932,0231321786
474,PT Abadi Global Metalindo,"Jalan Kenari Blok G1 No. 25 A, Sukamahi, Cikarang Pusat",-6.257048500000001,107.1775229,
475,CV Abadi Jaya Kevin,"Kp.Nagrak No. 90, Nagrak Selatan, Nagrak",-6.881538,106.7944106,
476,PT ABADI JAYA TEKNOLOGI,"Kampung Rawabangkong RT.001 RW.002, SERTAJAYA, CIKARANG TIMUR",-6.2972578,107.185565,02129617923
477,PT Abadi Maju Indah Jaya,"JL.CIGONDEWAH RAHAYU NO 7, CIGONDEWAH RAHAYU, BANDUNG KULON",-6.9489556,107.5651101,0225410176
478,PT Abadi Mandiri Katiga,"jl. Futsak E2, Sukamiskin, Arcamanik",-6.9207417,107.6702415,
479,PT ABADI PLASTIK,"JL. SELAYAR 1 BLOK H 2, KAWASAN INDUSTRI MM2100, MEKARWANGI, CIKARANG BARAT",-6.312616299999999,107.0863458,02128080235
480,PR abadi prima plastik,"JL. SADANG RAHAYU NO. 39 KAV. C-12B, DESA RAHAYU, MARGAASIH",-6.9534163,107.5640606,
481,PT AKR CORPORINDO,"Jalan Coaster No. 16, Tanjung Mas, Semarang Utara",-6.9428794,110.4255985,0243546066
482,PR Al Fayid,"LIK IHT Kudus, Desa Megawon, Kec. Jati, Kab. Kudus, Megawon, Jati",-6.814859999999999,110.8446943,
483,CV Antartika Ice,"Jl. Lingkar Utara, Bacin, Bae",-6.7850076,110.8578073,
484,CV Anugrah Karya,"Jl Badak V No.2, Pandean Lamper, Gayamsari",-6.994108799999999,110.4448294,0246718323
485,PT Inti Idola Anugerah,"JALAN PENGGUNG JATINOM KM. 1 PETUNG, Blanceran, Karanganom",-7.664251699999999,110.6637296,02725600002
486,PR Mv Global,"Jl.Durian Raya Tanah Kapling Jetis Kalinegoro, Kalinegoro, Mertoyudan",-7.5519379,110.2011239,
487,PR SLAMET BASUKI,"Kemiri Sewu RT 001RW 003, Cacaban Lor, Bener",-7.6167962,110.1149459,
488,CV Subagiyo Plastindo,"CINDEREJO LOR RT. 001 RW. 004, Gilingan, Banjarsari",-7.556163199999999,110.8183572,0271719060
489,PT Sumber Wijaya Sakti,"Trayem Bendo, Sirahan, Salam",-7.6290239,110.2678049,
490,PT Tirta Cipta Nugroho,"Jl. Gunung Kelir Kawasan Industri Wijayakusuma, Karanganyar, Tugu",-6.9757557,110.3364543,0248660202
491,PR Wadzik Jaya,"Komplek LIK - IHT Gedung K, Megawon, Jati",-6.8171485,110.8716835,
492,PT Waskita Adji,"Jl. Sekar Jagad No.D5, Dusun I, Makamhaji, Kec. Kartasura, 57161, Makamhaji, Kartasura",-7.566769499999999,110.7809458,
493,PR Zaki Waladi,"Desa Pengabean RT 05 RW 01 Kec. Dukuhturi Kab. Tegal, Pengabean, Dukuhturi",-6.8885611,109.1426676,
494,PR 23,"Desa Welahan RT. 002/002, Welahan, Welahan",-6.7686781,110.7248261,
495,PR 7 Loeng,"Brang Wetan RT 03 RW 03, Kalipucang Wetan, Welahan",-6.760192,110.7281583,
496,PR Aad Purwanto Al Suhad,"Tumanggal RT 14 RW 05, Tumanggal, Pengadegan",-7.352106899999999,109.4824312,
497,PT Aae Outdoor Indonesia,"Gedung Panorama Jl. Raya Bangsri, Bangsri, Bulakamba",-6.870224599999999,108.9857483,
498,CV Aannajah Jaya,"Desa Bumirejo RT 01 RW 03, Bumirejo, Margorejo",-6.7906572,110.9834489,
499,CV Abad Jepara,"DESA BANJARAN RT.01 / RW.01, Banjaran, Bangsri",-6.532207499999999,110.7867474,0291771944
500,PT Abadi Garmindo,"JL. LINGKAR UTARA NO.245 DESA WANAREJAN UTRA, DESA WANAREJAN UTARA, TAMAN",-6.8846544,109.4050899,02845110988
501,CV Abadi Jaya Garment,"JL RAYA GEMOLONG - KARANGGEDE KM 2 KP MIJAHAN, NGEMBATPADAS, GEMOLONG, KAB. SRAGEN, JAWA TENGAH, Ngembatpadas, Gemolong",-7.393781700000001,110.8122237,
502,PT Abadi Jaya Makmur Mandiri,"Jl. Gatot Subroto Kawasan Industri, Ngaliyan, Ngaliyan",-7.003376299999999,110.3596694,0243522363
503,PT Abadi Jaya Manunggal,"JL RAYA KM 19, NOLOKERTO, KALIWUNGU, NOLOKERTO, KALIWUNGU",-6.9565153,110.2499582,
504,CV Abadi Jaya Plastik,"JL. RAYA MRANGGEN KM. 17, KEMBANGARUM, MRANGGEN",-7.0268163,110.521127,0246735450
505,PR Abadi Sejahtera,"GEDUNG L KIHT / LIK-IHT MEGAWON, Megawon, Jati",-6.8171485,110.8716835,
506,CV Abc Nd,"DUSUN SEMPON, DESA SUDIMORO, KEC.SRUMBUNG, KAB. MAGELANG, Sudimoro, Srumbung",-7.6354922,110.3319985,
507,PR Abd Rozak,"Pandanarum RT 003 RW 001, Pandanarum, Tirto",-6.927153199999999,109.6356605,
508,PT Abdi Insan Semesta,"Villa Aster 2/G2a, Srondol Kulon, Banyumanik",-7.048684400000001,110.4117092,0247463741
509,CV Abdi Jaya Tirta,"Nosutan, RT 02, RW 06, Cawas, Cawas",-7.7619961,110.6959604,
510,PR Abdul Ghofar,"jln.arahiwang no.19 Ngabean, Kedungsari, Purworejo",-7.7409247,110.0084901,
511,PR Abdul Ghofur,"Tegowanu Kulon RT 008 RW 001, Tegowanukulon, Tegowanu",-7.0470263,110.6064632,
512,PR Abdul Ghofur,"Demaan RT 01 RW 06 Kec.Jepara Kab.Jepara 59419, Demaan, Jepara",-6.6014507,110.6573357,
513,PR Abdul Ghoni,"Karangturi, Karangturi, Lasem",-6.7023304,111.4462201,
514,PR Abdul Jalil,"Desa Hadipolo RT.08 RW.05 Kec. Jekulo, Kab. Kudus, Hadipolo, Jekulo",-6.7991908,110.9059574,
515,PR Abdul Kamid,"Dk Kesesi Kota, Kesesi, Kesesi",-7.013895300000001,109.4996652,
516,PR Abdul Karim,"RT 004 RW 002, Limbangan  Kulon, Brebes",-6.856907199999999,109.0586947,082313238167
517,PR Abdul Khalim,"JL GERILYA NO. 267 RT 2 RW 2 TANJUNG PURWOKERTO, Tanjung, Purwokerto  Selatan",-7.439494400000001,109.222716,
518,PR Abdul Kholiq,"Kuripan Lor Gang 9 No 26, Kuripan Yosorejo, Pekalongan  Selatan",-6.9133553,109.6750824,
519,PR Abdul Latif,"Desa Pasucen RT 008 RW 004, Kec. Trangkil, Kab. Pati, Pasucen, Trangkil",-6.666996999999999,111.0430601,
520,PR Abdul Malik,"Jl. S. Amangkurat 1 Desa pesarean RT. 33 RW 08, Pesarean, Adiwerna",-6.9229421,109.1327186,
521,UD IFA ROSIDA,"JL . Cabean RT 03, Panggungharjo, Sewon, Bantul, Panggungharjo, Sewon",-7.8611118,110.3459228,
522,PR MUJI LESTARI,"Bansari, RT 001/004, Kepek, Wonosari",-7.9623155,110.5900751,
523,PR Aal Laila,"Pangukan, No 41, RT 01 / RW 09, Tridadi, Sleman",-7.7153672,110.3465204,
524,PT Abhinaya Rawi Sahwahita,"JALAN KYAI MOJO NO.45 RT.001 RW.001, Tegalrejo, Tegalrejo",-7.7825129,110.3552337,
525,PR Abon Ibu Muslimah Lathiifa,"Krandon No 32 RT 04 RW 52 Kel. Wedomartani Kec. Ngemplak Kab. Sleman, Wedomartani, Ngemplak",-7.7232514,110.4156391,
526,PR Achid Bacharudin,"Sanggrahan RT 05 Canden, Canden, Jetis",-7.919165,110.3629043,
527,PT Acitya Adikara Mandiri,"Jalan Kaliurang KM 14.5, Gg. Melati, Rt 01/Rw 15, Ngelempong, Umbulmartani, Ngemplak",-7.6908252,110.418824,
528,CV Acta Techno Inava,"RT 06 RW 01, Manukan, Condongcatur, Kec. Depok, Kab. Sleman, D.I. Yogyakarta 55281, Condongcatur, Depok",-7.742269899999999,110.4001417,0274882131
529,PR Ade Jumino,"lingkar selatan wonosari jl krt djojodiningrat tegalsari seneng siraman wonosari gunungkidul, Siraman, Wonosari",-7.9746025,110.603728,
530,PT Adhi Persada Beton,"Jl. Monted, Margorejo, Kec. Tempel, Daerah Istimewa Yogyakarta, Margorejo, Tempel",-7.656153,110.3235223,02127808877
531,CV Adhita Pratama,"Jalan Palagan Rejondani, Ngemplak, Donoharjo, Ngaglik, Sleman, Donoharjo, Ngaglik",-7.706886,110.3927497,0274865212
532,PR Adi Anggoro,"DANEN RT.004 RW.029, Sumberadi, Mlati",-7.725501299999999,110.3307452,
533,PT Adi Satria Abadi,"DS. BANYAKAN, SITIMULYO, PIYUNGAN, BANTUL YOGYAKARTA, SITIMULYO, PIYUNGAN",-7.8552192,110.428851,
534,PT Adi Satria Abadi,"Ds. Sidokerto Kel. Purwomartani Kec. Kalasan Kab/Kota. kab Sleman Provinsi Daerah Istimewa Yogyakarta, Purwomartani, Kalasan",-7.755553599999999,110.4560006,0274497447497448
535,PR Adikarta Clothing Vendor,"Mirisewu RT 032/RW 010, Ngentakrejo, Lendah, Kulon Progo, Ngentakrejo, Lendah",-7.897438800000001,110.2698179,
536,CV Adikarta Group,"MIRISEWU RT 32/RW 10, Ngentakrejo, Lendah",-7.897438800000001,110.2698179,
537,CV Adikreasi Guna Asasta,"Jl. Prambanan Piyungan, Sonayan, Madurejo, Prambanan",-7.8003276,110.4831167,
538,PT Adil Jaya Garment,"Kaliasem Petung, Bangunjiwo, Kasihan, Bantul, Bangunjiwo, Kasihan",-7.8527803,110.2992455,
539,PR Adil Plast,"KALIASEM PETUNG BANGUNJIWO KASIHAN BANTUL, BANGUNJIWO, KASIHAN",-7.8527803,110.2992455,
540,PR Adistya Dwi Rakhmakh,"GUNUNGKETUR PA2/116, Gunungketur, Pakualaman",-7.8012426,110.3777991,85238012939
541,PR Aditiya Kurniawan Purnomo Aji,"JL. SRI RAHAYU NO. 129H 008/ 010, Banyuraden, Gamping",-7.797425499999999,110.3325344,
542,PR Aditya Dwi Prasetyo,"Kedung I RT 005/RW 006, Karangtengah, Wonosari",-7.9280225,110.6170908,
543,PR Adlan Agri Nusa,"Jl. Turi pulowatu Dusun Randusongo, Donokerto, Turi",-7.6542479,110.3798256,
544,PR Adsa Griya Busana,"Kepuhan RT 08, Timbulharjo, Sewon, Bantul, Timbulharjo, Sewon",-7.8702391,110.370378,02746463135
545,PR Advent Daru Prabawa,"Bansari RT04/RW04, Kepek, Wonosari",-7.9623155,110.5900751,
546,PR Ady Supramana,"SOROGATEN II, KARANGSEWU, GALUR, KULON PROGO, Karangsewu, Galur",-7.948225399999999,110.1961009,
547,PT Aero Nusa Unicode,"Jl. Magelang Km 5.8 No. 60 A Dusun Patran, Sinduadi, Mlati",-7.753937700000001,110.3581798,
548,PR Afani Arifin,"Jl. Panembahan 27 Kraton Yogyakarta, Panembahan, Kraton",-7.8077071,110.367908,
549,CV Agilcraft Indonesia,"Jalan Raya Pajangan, Dukuh Jetis RT 001/RW 000, Sendangsari, Pajangan",-7.8929138,110.300433,
550,PR Agnes Damayani,"Jl. Mangunegaran Kulon No. 17, Panembahan, Kraton",-7.807993600000001,110.3668936,
551,PR Agnes Sri Hartati,"Mriyan RT 04 RW 22, Margomulyo, Seyegan",-7.7271183,110.3167322,
552,"CV Agradaya Indonesia, Cv","Dusun Planden RT 03/14, Desa Sendangrejo, Kecamatan Minggir, Sendangrejo, Minggir",-7.7109551,110.274892,
553,CV Agrindo Suprafood,"Dsn. Pedukuhan Kretek Kidul RT. 02, Jambidan, Banguntapan",-7.8511518,110.4217401,
554,PT Agrinesia Raya,"Jl Garuda Cupuwatu I, Purwomartani, Kalasan",-7.7774786,110.4519965,
555,PR Agung Danang Irawan,"Gondosuli rt 03 sriharjo imogiri bantul, Sriharjo, Imogiri",-7.9508624,110.3733306,
556,PR Agung Prabowo,"Trembono, Tegalrejo, Gedangsari",-7.806189099999999,110.657261,
557,PR Agung Setyono,"Jalan Cungkuk 169A RT006, Desa/Kelurahan Ngestiharjo, Kec. Kasihan, Kab. Bantul, Provinsi Daerah Istimewa Yogyakarta Kode Pos: 55253, Ngestiharjo, Kasihan",-7.7957512,110.3474429,
558,PR Agung Wiharta,"Jalan Pramuka No. 31 Dusun Code, Padukuhan Sragan RT 001, Trirenggo, Bantul",-7.8863534,110.3464235,
559,PR Agus Adrian Mulyono,"Perumahan bangun graha sedayu No.B-32 Gg.2 RT.73 perengwetan, Desa/Kelurahan Argorejo, Kec. Sedayu, Kab. Bantul, Argorejo, Sedayu",-7.826387,110.2689032,
560,PR Agus Eko Priyono,"Paten RT 48 RW 24 TUKSONO SENTOLO KULONPROGO, Tuksono, Sentolo",-7.8735795,110.2345986,
561,PT Alaska Food Industry,"Jl. Rungkut Industri IV no. 24A, Rungkut Tengah, Gunung Anyar",-7.3338224,112.7586484,0318436611
562,CV Aws Sakses,"Jl. Raya Ponco Soko RT. 018 / RW.004 Desa Suciharjo Kec. Parengan Kab. Tuban, Suciharjo, Parengan",-7.105192199999999,111.8602772,
563,PT Formitra Multi Prakarsa,"Jl. Daendels Km. 61, 8, Kel. Sidokelar, Kec. Paciran, Kab. Lamongan, Provinsi, Sidokelar, Paciran",-6.8734049,112.4321266,79192007
564,PR Oke Semar Gambang,"Desa Parerejo, Parerejo, Purwodadi",-7.8062499,112.7241509,
565,PT Varia Usaha Beton,"Dusun Jatikunci Desa Sumbersuko, Sumbersuko, Gempol",-7.617261999999999,112.6697745,
566,PT Wana Cahaya Nugraha,"Jl Raya Klakah RT.002 RW.010, Mlawang, Klakah",-7.993147899999999,113.2517701,0334442002
567,PR ZAMZAMI,"DSN. BICABBIH, Samaran, Tambelangan",-7.0716306,113.1650014,
568,PR 3rde,"Jl. Jonggrang No.34-B, Patihan, Manguharjo",-7.605591199999999,111.52835,
569,CV 44 Dewi Sri,"Bandungrejo, Bandungrejo, Ngasem",-7.242985900000001,111.7316557,
570,BUT 5v,"Jl. Empu Gandring No 51, Kedundung, Magersari",-7.4615466,112.4584663,
571,PR A QODHIRI HUZAINI,"Desa Bicorong, Bicorong, Pakong",-7.051554800000001,113.5460653,
572,PR A. Rahmat Jaya,"Dusun Naga, Ketawang Karay, Ganding",-7.014681299999999,113.6770012,
573,PR A. Solikhul Anwar,"LINGKUNGAN GLONDONG, Desa/Kelurahan Satreyan, Kec. Kanigoro, Kab. Blitar, Provinsi, Satreyan, Kanigoro",-8.1498818,112.2160474,
574,PT Abadi Agrosindo Persada,"Jl. Raya Surabaya Mojokerto KM 39, Bakungtemenggungan, Balongbendo",-7.41866,112.4929208,0318987151
575,PT Abadi Jaya Probolinggo,"DUSUN KRESEK RT.22 RW.04, Sumberbendo, Sumberasih",-7.7825424,113.1411778,
576,PT Abadi Lestari Indonesia,"Jl Raya Bojonegoro Babat RT007 RW 001 Desa Balenrejo, Balenrejo, Balen",-7.1929812,111.9595465,03533234445
577,PT Abadi Makmur Manufaktur,"JL SEDATI NO 08, DESA SEDATI NGORO, SEDATI, NGORO",-7.549222299999998,112.6135248,
578,PT Abadi Nylon Rope & Fishing Net Manufacturing,"Jl. Ketegan No 42-44, Ketegan, Taman",-7.346951199999999,112.7017648,0317881052
579,CV Abadi Putra Indo Karya,"DUSUN SUMBERGROTO RT.002 RW.002, Rejoagung, Srono",-8.3805401,114.3148291,
580,CV Abadi Sentosa,"JL.SUKOMANUNGGAL JAYA X/ YL23, SUKOMANUNGGAL, SUKOMANUNGGAL",-7.2698429,112.6983242,031734477808123297696
581,PR Abadiati Mayasari,"wlingi wlingi, Desa/Kelurahan Wlingi, Wlingi, Wlingi",-8.087993899999999,112.3367573,085707807907
582,PT Abadikurnia Citrarasa,"Jl. Kertajaya 63, KERTAJAYA, GUBENG",-7.277605499999999,112.7540147,5033180
583,PT Abason Baby Products Industry,"Jl. Raya Driyorejo KM 25.5, krikilan, driyorejo",-7.3697614,112.5972452,
584,CV Abbasy Megah Karya,"JL. LUMBUNG HIDUP NO 20 RT 012 RW 004, NGEGONG, MANGUHARJO",-7.6084828,111.5082512,
585,PR Abd Hakim,"Dsn Bunut, Plakpak, Pegantenan",-7.0923225,113.4835627,
586,PR Abd Latif,"Trasak, Trasak, Larangan",-7.127407799999999,113.5282081,
587,PR Abd Mukti,"Desa ngadimulyo, Ngadimulyo, Sukorejo",-7.7007319,112.706274,
588,PR Abd Rahman,"Jl. Larangan Ra'as, Ketawang Larangan, Ganding",-7.0309,113.6938936,
589,PR ABD ROHIM,"DUSUN TAMBAK, Paopale Daya, Ketapang",-6.912433399999999,113.2483779,
590,PR Abd Rokhim,"Dusun Godong, Godong, Gudo",-7.5952812,112.1981637,
591,PR Abd Roqib,"Jl. Kh. Masyurat Dusun Tarebung, Lenteng Barat, Lenteng",-7.029108,113.7335321,
592,PR ABD. GAFUR,"Dusun Wa Duwa, Ponjanan Timur, Batumarmar",-6.9477888,113.5282081,
593,PR Abd. Ghoni,"dusun pesantren RT. 12 RW. 05, Medali, Puri",-7.522871500000001,112.438087,
594,PR Abd. Hadi,"Desa Wonomerto, Sepuhgembol, Wonomerto",-7.8172932,113.1530897,
